analysis_sample_rate,artist_7digitalid,artist_familiarity,artist_hotttnesss,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,artist_playmeid,audio_md5,danceability,duration,end_of_fade_in,energy,key,key_confidence,loudness,mode,mode_confidence,release,release_7digitalid,song_hotttnesss,song_id,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,track_7digitalid,track_id,year
22050,9253,0.55310483292052104,0.36035044785399334,AR6TD9K1187B9A207D,35.00459,"Cotton Plant, AR",-91.250190000000003,Sister Rosetta Tharpe,21155,adea663d8e5c02b8e0a49790148b80dc,0.0,156.42077,0.90800000000000003,0.0,5,0.13200000000000001,-11.459,0,0.20999999999999999,Complete / Intégrale Vol. 5 (1953-1957),376512,nan,SOGNFKZ12A8C145224,150.291,89.995000000000005,5,1.0,Two Little Fishes_ Five Loaves Of Bread,4188442,TRACJVF128F92D2DB3,0
22050,103932,0.66802024872330457,0.51696373073834112,ARYF20K1187B9B76BD,nan,"ORANGE, California",nan,George Lopez,-1,7289ba3d29debf2930ecf7cf7d6badb3,0.0,270.68036000000001,0.0,0.0,9,0.021999999999999999,-16.724,0,0.072999999999999995,El Mas Chingon,591025,nan,SOSJVGP12AB0185B95,268.34699999999998,101.455,1,0.0,Church Hangover,6555113,TRACJDX12903CD4917,2006
22050,1448,0.81725629250237763,0.73520887774699406,ARH861H1187B9B799E,nan,"Kingsland, AR",nan,Johnny Cash,4281,1db4d0f87ddbf33be31267e2262956fe,0.0,112.95302,0.0,0.0,4,0.085999999999999993,-7.0869999999999997,1,0.30199999999999999,The Legend,785786,0.32647823750279131,SOHHGUG12A6D4F4E77,105.03,118.041,4,0.94499999999999995,I Got Stripes (Live),8694623,TRACJKR12903D02C75,2006
22050,527702,0.46128616228860231,0.0,ARHWRBR119B8669309,nan,,nan,Hatesex,-1,6b456eefe4147c67e6542d305385bf64,0.0,307.87873000000002,0.0,0.0,0,0.73699999999999999,-8.5060000000000002,1,0.625,Unwant,709759,nan,SOBIPBF12AB0184B0C,287.40499999999997,180.12899999999999,3,1.0,The Greed Of Our Stare,7870634,TRACJVT12903CB0F49,0
22050,230367,0.6251867974682902,0.38880031291510264,ARE17W51187FB5381B,51.506320000000002,London,-0.12714,Rui Da Silva,-1,d53cba232c3806795a55274bd4917246,0.0,448.62648999999999,0.085000000000000006,0.0,1,0.39900000000000002,-12.161,1,0.26100000000000001,Praying Mantis,713491,nan,SONUTGA12AB0187F44,438.43299999999999,123.00700000000001,4,0.044999999999999998,The Contracting Perception Of Consciousness,7915175,TRACJOQ12903CBBB64,0
22050,190803,0.62050192491645773,0.30184709481113642,AR8U8G41187B9A833B,nan,,nan,Tim Exile,-1,130cf6cb8bec8e2a8fc980d01680a620,0.0,80.352199999999996,0.0,0.0,0,0.64400000000000002,-4.3789999999999996,1,0.60899999999999999,Tim Exile's Nuisance Gabbaret Lounge,246546,0.42870226252325938,SOIGIUZ12A8C1337B1,80.352000000000004,141.83600000000001,4,0.69699999999999995,Post-Toxic Finger Disorder,2676905,TRACIJF128F424317B,2006
22050,3254,0.32521914304845917,0.27009998246940242,ARQVTCN11E2835DFFD,nan,,nan,Marcel Mouloudji,27517,9b4f9cf9abbcf8548b5696ab6af88b5d,0.0,110.34077000000001,2.8559999999999999,0.0,0,0.36399999999999999,-14.711,0,0.40300000000000002,36 Grands Succès,299377,nan,SORRQLD12A8C139E8D,104.13,77.5,5,0.432,Qui Donc A Changé ?,3374877,TRACIOB128F4296D0F,0
22050,177304,0.448124002912,0.31552295903196886,AR8W2DS1187B9B6E36,nan,,nan,Alex Theory,-1,a954d86c88fb5bdc83807fcd7c109c30,0.0,317.88362999999998,0.0,0.0,9,0.72799999999999998,-10.56,0,0.60199999999999998,Gathering The Tribe,232875,0.53462958220834056,SOHHKOU12A81C224B2,293.48899999999998,100.295,4,0.67800000000000005,Lotus Kiss,2554509,TRACIKJ128F4226ABA,0
22050,19769,0.015557880683016383,0.34424658036403843,ARHO1WI1187B98CB84,nan,,nan,Michael Card,98377,da578cf7e45fd459604b79c618121cc4,0.0,163.08199999999999,0.44400000000000001,0.0,9,0.29799999999999999,-7.0049999999999999,1,0.41699999999999998,Joy in the Journey,64429,0.0,SOWUAYB12A6D4FA1D4,154.035,122.40300000000001,4,1.0,So Many Books ... (The Word Album Version),669329,TRACICJ128F14ADFB8,0
22050,152906,0.3272331914161043,0.063724986463337407,ARYUHNV1187FB482AF,nan,,nan,Megadrums,-1,b43dac6a87f54f42d70b15c5b8c60102,0.0,237.24363,0.0,0.0,11,0.001,-15.776999999999999,1,0.17699999999999999,Transformation,202993,0.0,SOYTQGO12A8C138C1B,224.25299999999999,118.71299999999999,4,0.0,Drummer's Circle,2206387,TRACIIS128F425DF68,0
22050,39368,0.43719377693850192,0.31615598739703837,AROBQ0B1187FB404F6,30.420839999999998,"Pensacola, FL",-87.217240000000004,Walter Jackson,6852,8b036a41e9be71ed8b8c95df623ea78b,0.0,156.68199999999999,0.36899999999999999,0.0,5,0.71399999999999997,-12.839,1,0.69999999999999996,Welcome Home / The Okeh Years,286522,0.35326135426498728,SOOOBCE12A8C134019,151.679,78.453000000000003,3,0.85799999999999998,What Would You Do,3214845,TRACIEF128F4270573,2006
22050,172352,0.75418083313042616,0.47625416220006334,ARYNSN31187FB4C573,39.961959999999998,"Columbus, OH",-83.002979999999994,Bizzy Bone Presents,-1,376be266bac8adf1ad3fb0f62152b0f7,0.0,50.912199999999999,0.223,0.0,4,0.222,-7.8369999999999997,0,0.27500000000000002,Double R,346713,0.34092275586437804,SOROLCY12AB0182652,46.527000000000001,81.900999999999996,4,0.0,Intro,3893631,TRACILD128F930AF53,2004
22050,3369,0.58400755313893005,0.40902774457009566,ARE9SYU1187B9B9838,29.187519999999999,"OCALA, Florida",-82.140389999999996,Jerry Reed,11430,f42d0191b0f909bd24e014363a7ff20b,0.0,138.42240000000001,0.125,0.0,9,0.60899999999999999,-4.9939999999999998,0,0.35699999999999998,Les 100 Plus Grands Titres Country,792118,nan,SOWBEBK12AB018306A,132.73699999999999,201.95099999999999,4,0.28599999999999998,When You're Hot_ You're Hot,8763305,TRACISV12903D13877,0
22050,11550,0.782555689040213,0.33536857774641954,ARZCXO91187FB53708,32.678280000000001,Georgia,-83.222949999999997,Justin,70751,66d6eac6773f89bc4aae2cb92b73c5b8,0.0,275.85261000000003,0.0,0.0,1,0.71599999999999997,-12.586,1,0.71399999999999997,Justin In Love With HK Philharmonic Concert Live,74803,nan,SOLIAYU12A6D4F9923,273.77499999999998,81.379999999999995,4,0.67700000000000005,Kong,771830,TRACIIZ128EF34E497,0
22050,192910,0.41838181163382604,0.31748634837422507,ARPEJMN11F4C84080E,38.003349999999998,Virginia,-79.771270000000001,New Roanoke Jug Band,-1,7d8cfe416c5ab8795acb24ebdb820e72,0.0,178.20688999999999,0.0,0.0,0,0.72999999999999998,-13.872999999999999,1,0.58099999999999996,Play It For A Long Time,250057,0.0,SOOBRTK12A8C13D6A9,166.83500000000001,96.212000000000003,1,0.0,When Those Two Towers Fell,2932522,TRACHAL128F427DD25,0
22050,434953,0.52242382910593121,0.41759187976477702,ARJJRZ41187FB4C856,nan,,nan,Floor,-1,3954fd0a351eafe0fdbb44dcc31b3923,0.0,144.92688999999999,2.8730000000000002,0.0,4,0.59699999999999998,-9.1050000000000004,1,0.36299999999999999,Its Not The Same,769742,0.26695518627553855,SONROBV12AB0188BC7,141.52000000000001,144.803,4,0.0,Ignis,8524649,TRACHZE12903CD95D2,2009
22050,22360,0.38980296682759785,0.28773146783742498,ARELA4P1187B991507,31.168900000000001,Texas,-100.07715,Charles Williams,-1,621f7464c96805a1f45033127f021c23,0.0,64.051789999999997,0.33300000000000002,0.0,5,0.33100000000000002,-14.493,0,0.498,Close Up,675210,nan,SOLWBGS12AB0187EAD,59.362000000000002,102.95,5,0.26900000000000002,Close Up,7488367,TRACHOZ12903CCA8B3,0
22050,391,0.40737228057002517,0.48248680213903111,AR1VWD91187FB4CE99,54.977910000000001,Newcastle,-1.6123700000000001,The Animals_ Sonny Boy Williamson,44693,d36d3fe9e27b1d4386b463e90461e198,0.0,463.49016,0.0,0.0,10,0.124,-9.4920000000000009,1,0.47999999999999998,The Animals with Sonny Boy Williamson,759910,0.28848164265602888,SOOCWAO12AB01852C1,457.23599999999999,81.111000000000004,3,1.0,Bo Diddley,8413829,TRACHTO12903CBE58B,1973
22050,270028,0.71378288597733375,0.52916698292645969,ARUYVDC12086C11D5C,nan,Stockholm,nan,Fever Ray,116389,3cac3079508fd9a6bb0f2379f92b674b,0.0,280.24117999999999,0.0,0.0,0,0.0,-9.0739999999999998,1,0.11899999999999999,Live In Lulea,645658,0.55438412118393743,SOJDJRK12AB018565D,256.59199999999998,64.811000000000007,4,0.23999999999999999,I'm Not Done,7153317,TRACHKX128F934B07A,2009
22050,174926,0.39885871321158833,0.34106139921941409,ARUT60Q1187B9B90E9,nan,,nan,Orquesta Broadway,152305,0513d0e290de4e7a382b5cb7c12e80fa,0.0,226.66404,0.0,0.0,9,0.045999999999999999,-8.6120000000000001,1,0.11799999999999999,Tiqui_ Tiqui,782449,0.0,SOYNXWG12AC468F51A,213.76900000000001,95.242999999999995,4,0.377,La Sitiera,8653786,TRACHHO12903CF8CCA,0
22050,9558,0.61194295589815062,0.40319797771654287,AR8Q4RZ1187FB46BDC,33.011580000000002,"Linden, TX",-94.364999999999995,T-Bone Walker,7295,3c28d31941055af96c136dfe7c4e09e9,0.0,123.29751,0.20599999999999999,0.0,8,0.0030000000000000001,-11.124000000000001,0,0.219,Bobby Sox Blues - EP,686635,nan,SOQYKBE12AC46867EE,115.03700000000001,162.85499999999999,4,0.47699999999999998,Teenage Baby (Digitally Remastered),7619964,TRACHYC12903CEAAB6,0
22050,198574,0.63753338629848044,0.31061428147376885,ARMBR4Y1187B9990EB,37.779159999999997,California - SF,-122.42005,David Martin,180241,2e61592cf3b9df88188b7a6385494415,0.0,286.43220000000002,0.0,0.0,4,0.505,-8.5700000000000003,0,0.53400000000000003,Something in Your Eyes,609306,0.0,SOHWKQE12A8C142406,267.62700000000001,133.92500000000001,4,0.0,It Must Be,6770890,TRACHTD128F92EE238,0
22050,7037,0.8048388888270448,0.45784115609436704,AR0CANF1187B9AF35F,34.053489999999996,"Los Angeles, California",-118.24532000000001,Dilated Peoples,457,3c253fe8d1221f2c3ecd8b55c369928e,0.0,149.91628,0.0,0.0,11,0.45200000000000001,-8.2249999999999996,1,0.443,Neighborhood Watch,10168,0.55899732703851679,SOUYTJK12A6701CD3D,147.60300000000001,165.54599999999999,3,0.59999999999999998,Big Business,104155,TRACHHH128E0788A35,2004
22050,196711,0.65195787693695073,0.4362205481837596,ARDDTL91187B9974A7,nan,,nan,Warren Barfield,7127,81d222d717843e5995b246499243d632,0.0,207.51627999999999,0.154,0.0,11,0.57399999999999995,-6.7480000000000002,1,0.52500000000000002,Reach,578327,0.0,SOYVONC12AB0187167,197.416,117.985,4,0.746,Shadow,6415474,TRACHFO12903CB3009,2006
22050,313474,0.45393336167444404,0.32919497765107164,ARZJFLE12086C117FF,nan,,nan,MN,-1,d4299ccc4907855266ac8c3b72a6c311,0.0,378.06975,1.1519999999999999,0.0,11,0.0,-12.371,0,0.0,Speed 002,627032,nan,SOQYLQN12AB01801B8,364.59399999999999,136.94999999999999,3,0.0,The Truth,6959620,TRACHYA128F931BF87,0
22050,30269,0.49883497525793824,0.37996076697507797,AR9OLFX1187B9A5762,31.307569999999998,"Kosse, TX",-96.631659999999997,Bob Wills,4912,b9921836d878dee78e60f03120918d17,0.0,201.76934,0.27600000000000002,0.0,7,1.0,-15.653,1,0.84799999999999998,Bob Wills and His Texas Playboys 1932-1947,686979,nan,SOCXXWR12AC468929B,193.27099999999999,95.655000000000001,1,0.052999999999999999,Sittin' On Top of the Wolrd,7624434,TRACHSH12903CEBC2C,0
22050,352369,0.45412284046230239,0.33030058382712618,ARYPRAG11F50C48C62,nan,,nan,Checkers,-1,8e58fc24ea9128d61ad08501e34f78c7,0.0,135.70567,0.0,0.0,1,0.74399999999999999,-13.42,1,0.67200000000000004,Flame In My Heart,475792,nan,SOHLKRL12A8C141B63,124.889,135.048,4,0.78200000000000003,Oh Oh Oh Baby,5282644,TRACXJP128F92E3693,0
22050,70032,0.49019363397840465,0.37747250731152715,ARYN8YT1187FB38396,nan,,nan,Los Iracundos,23883,0cf839ed6665e805064f4135da5036ed,0.0,259.23872999999998,0.0,0.0,2,0.78800000000000003,-7.5819999999999999,1,0.76200000000000001,Discografía Completa Volumen 14,747108,nan,SOAZTBX12AC4689A69,249.36500000000001,92.784999999999997,4,0.98299999999999998,Adios...Borron Y Cuenta Nueva,8268985,TRACXHQ12903D11ED1,0
22050,1633,0.62680310632737757,0.40523469078740759,ARJ9DSA1187B990E00,nan,,nan,John And The Bluesbreakers Mayall,19569,8c3e5a7f5e94626c9e4ff468a17713e5,0.0,304.82240000000002,0.21199999999999999,0.0,7,0.14099999999999999,-6.3559999999999999,1,0.40100000000000002,PADLOCK ON THE BLUES,521576,0.53172209842130014,SOFEAJC12A58A7F3AA,288.86799999999999,94.304000000000002,3,1.0,A Hard Road,5766243,TRACXIQ128F92E25AB,1967
22050,31125,0.61953099112383336,0.35436961580712079,ARVUQIC1187B9A7C66,nan,,nan,Hevia,10366,5fcfceba3d1e0948f19847e27df1d2f9,0.0,261.32853,3.3439999999999999,0.0,0,0.64900000000000002,-5.7640000000000002,1,0.57199999999999995,Étnico Ma Non Troppo,150268,0.42409081096743817,SORZPFY12A8C137448,256.11000000000001,125.02,4,0.96199999999999997,San Xuan,1566908,TRACXIF128F425E206,2003
22050,4900,0.38178088056464971,0.30591777539675086,ARK6JC91187B9B4B2D,nan,United States,nan,Babbie Mason,31558,2c30ff4f622f9d25e401bb094d527d65,0.0,236.27709999999999,2.2000000000000002,0.0,2,0.624,-17.263000000000002,1,0.58899999999999997,Isn't That Just Like God (Studio Track),646375,nan,SORRXOY12AB0183759,223.19,141.02199999999999,4,0.58399999999999996,Isn't That Just Like God (Low Key Performance Track Without Background Vocals),7161116,TRACXOY128F934CEDC,0
22050,162212,0.60929415514566321,0.3730604928119009,AROGAPH1187B98CF9C,nan,,nan,Benabar,6211,aebc3279f38d956fc60ff5162586c8f4,0.0,238.44525999999999,4.9050000000000002,0.0,4,0.45500000000000002,-11.257999999999999,0,0.441,Les Risques du Métier,280472,0.46492399418071773,SOADDVU12A8AE47512,226.18600000000001,88.018000000000001,5,0.41199999999999998,Le Zoo De Vincennes,3125967,TRACXYU128F425EEE8,2003
22050,5907,0.5380855007945653,0.3135007553703385,AR8ACFK1187B9B4063,nan,"New Orleans, LA",nan,Champion Jack Dupree,19460,066cf78f901cd33bc15ca83d391915cd,0.0,200.80280999999999,0.501,0.0,3,0.52400000000000002,-21.722999999999999,1,0.61199999999999999,Champion Jack Dupree Of New Orleans,372926,0.0,SOJMOIF12A8C14397B,190.74000000000001,95.025999999999996,4,0.71799999999999997,Christina Christina Blues,4151927,TRACXTK128F92CC024,0
22050,50493,0.62039205589292901,0.39066052272287177,ARLDW2Y1187B9B544F,39.75911,"Dayton, OH",-84.19444,Tommy James & The Shondells,-1,20f6369b16666460aa62b41e62cc5095,0.0,324.70159000000001,0.11899999999999999,0.0,11,1.0,-11.359,1,0.70199999999999996,The Boat That Rocked,407416,0.69724144513838049,SOFPQSC12A58A7B165,315.31,167.84100000000001,4,0.0,Crimson And Clover,4526060,TRACXGH128F931686C,1969
22050,22360,0.38980296682759785,0.28773146783742498,ARELA4P1187B991507,31.168900000000001,Texas,-100.07715,Charles Williams,-1,bbb8e1b228e9fd1b43cb8059bff910a1,0.0,87.875460000000004,0.17999999999999999,0.0,0,0.67100000000000004,-12.91,1,0.60599999999999998,Moods,678009,0.0,SOPIDCK12AB018DAF8,87.875,74.665999999999997,1,0.0,Barrage,7521804,TRACXHN12903CD2B4C,0
22050,123528,0.58097150995660296,0.34873592978406104,ARELFAE1187FB40D0A,nan,,nan,Bally Sagoo,65999,55636109fbc4807998d5f696b561614d,0.0,373.39382999999998,0.0,0.0,6,0.52700000000000002,-12.391999999999999,0,0.50700000000000001,Wham Bam!! Bhangra Remixes,540707,0.0,SOAPUWG12AB017DE50,359.28199999999998,111.901,4,0.85399999999999998,Mele Wich Ayee (Shaan Remix),5987742,TRACXRL128F9317EAE,0
22050,363158,0.39632710921633696,0.32701279269872863,ARMAOIY1187B9A3893,nan,,nan,Jerry Yan,169859,b42bc1ef0784636d58d1df1a9374e9fe,0.0,252.18566999999999,0.34499999999999997,0.0,11,0.57099999999999995,-10.803000000000001,1,0.64400000000000002,My Secret Lover_ Jerry Yan,704552,nan,SOMOINR12AB0189188,242.47399999999999,117.892,4,1.0,XI GUAN LIANG GE REN,7818578,TRACXDB12903CA4432,0
22050,19402,0.49030398037367301,0.33441527067536053,ARRPCKN1187FB5BA2F,33.202710000000003,"Naples, TX",-94.681209999999993,Z.Z. Hill,18188,b17f5bd58af588cf367b541c2ae043ae,0.0,333.322,3.1110000000000002,0.0,10,0.38500000000000001,-8.3010000000000002,1,0.627,The Brand New Z.Z. Hill,566959,0.23376270577652303,SOBAMRQ12A8C141DF3,329.42700000000002,73.545000000000002,3,0.34200000000000003,Faithful and True (Collectors Version),6279052,TRACXUW128F93093F5,1971
22050,95538,0.32412862831801836,0.19119399348566748,ARDGBFI1269FCD6AA6,nan,,nan,The Grease Band,-1,2fb67b93d495daea8da11e8fdf8c91e8,0.0,325.25015999999999,2.7280000000000002,0.0,6,0.0089999999999999993,-16.021000000000001,1,0.31900000000000001,Grease Band & Amazing Grease,120715,0.21948217171712114,SODYMWS12A8C141577,309.29000000000002,123.89100000000001,4,0.49099999999999999,Laughed At The Judge,1248312,TRACXQB128F42A7FA1,0
22050,10778,0.69541651904189394,0.41211049520526744,ARGEKDX1187FB3A5BF,40.655070000000002,"Brooklyn, NY",-73.948880000000003,Marcus Miller,14094,2abfbcb5f16d3bd8c480560f7c0f8626,0.0,52.009340000000002,0.38800000000000001,0.0,9,0.68200000000000005,-13.227,1,0.47999999999999998,Original Album Classics,645030,0.60904394267734374,SOKNAQC12A58A7EE5C,52.009,78.382000000000005,3,0.52200000000000002,Outro Duction,7148175,TRACXGV128F9349C63,2005
